,code_municipality_7,cluster,cluster_label
2120,2924009,3,Urbanized with informal settlements
2121,2924058,0,Semi-urbanized
2122,2924108,0,Semi-urbanized
2123,2924207,4,Rural with low human development
2124,2924306,0,Semi-urbanized
2125,2924405,4,Rural with low human development
2126,2924504,0,Semi-urbanized
2127,2924603,0,Semi-urbanized
2128,2924652,0,Semi-urbanized
2129,2924678,0,Semi-urbanized
2130,2924702,0,Semi-urbanized
2131,2924801,0,Semi-urbanized
2132,2924900,0,Semi-urbanized
2133,2925006,0,Semi-urbanized
2134,2925105,0,Semi-urbanized
2135,2925204,3,Urbanized with informal settlements
2136,2925253,0,Semi-urbanized
2137,2925303,3,Urbanized with informal settlements
2138,2925402,0,Semi-urbanized
2139,2925501,0,Semi-urbanized
2140,2925600,0,Semi-urbanized
2141,2925709,0,Semi-urbanized
2142,2925758,0,Semi-urbanized
2143,2925808,0,Semi-urbanized
2144,2925907,0,Semi-urbanized
2145,2925931,0,Semi-urbanized
2146,2925956,0,Semi-urbanized
2147,2926004,0,Semi-urbanized
2148,2926103,0,Semi-urbanized
2149,2926202,0,Semi-urbanized
2150,2926301,0,Semi-urbanized
2151,2926400,0,Semi-urbanized
2152,2926509,0,Semi-urbanized
2153,2926608,0,Semi-urbanized
2154,2926657,0,Semi-urbanized
2155,2926707,0,Semi-urbanized
2156,2926806,0,Semi-urbanized
2157,2926905,0,Semi-urbanized
2158,2927002,0,Semi-urbanized
2159,2927101,0,Semi-urbanized
2160,2927200,0,Semi-urbanized
2161,2927309,0,Semi-urbanized
2162,2927408,3,Urbanized with informal settlements
2163,2927507,0,Semi-urbanized
2164,2927606,0,Semi-urbanized
2165,2927705,0,Semi-urbanized
2166,2927804,0,Semi-urbanized
2167,2927903,0,Semi-urbanized
2168,2928000,0,Semi-urbanized
2169,2928059,0,Semi-urbanized
2170,2928109,0,Semi-urbanized
2171,2928208,0,Semi-urbanized
2172,2928307,0,Semi-urbanized
2173,2928406,0,Semi-urbanized
2174,2928505,0,Semi-urbanized
2175,2928604,0,Semi-urbanized
2176,2928703,3,Urbanized with informal settlements
2177,2928802,0,Semi-urbanized
2178,2928901,0,Semi-urbanized
2179,2928950,0,Semi-urbanized
2180,2929008,0,Semi-urbanized
2181,2929057,0,Semi-urbanized
2182,2929107,0,Semi-urbanized
2183,2929206,3,Urbanized with informal settlements
2184,2929255,0,Semi-urbanized
2185,2929305,0,Semi-urbanized
2186,2929354,0,Semi-urbanized
2187,2929370,0,Semi-urbanized
2188,2929404,0,Semi-urbanized
2189,2929503,3,Urbanized with informal settlements
2190,2929602,0,Semi-urbanized
2191,2929701,0,Semi-urbanized
2192,2929750,0,Semi-urbanized
2193,2929800,0,Semi-urbanized
2194,2929909,0,Semi-urbanized
2195,2930006,0,Semi-urbanized
2196,2930105,0,Semi-urbanized
2197,2930154,0,Semi-urbanized
2198,2930204,0,Semi-urbanized
2199,2930303,0,Semi-urbanized
2200,2930402,0,Semi-urbanized
2201,2930501,0,Semi-urbanized
2202,2930600,0,Semi-urbanized
2203,2930709,3,Urbanized with informal settlements
2204,2930758,0,Semi-urbanized
2205,2930766,0,Semi-urbanized
2206,2930774,0,Semi-urbanized
2207,2930808,0,Semi-urbanized
2208,2930907,0,Semi-urbanized
2209,2931004,0,Semi-urbanized
2210,2931053,0,Semi-urbanized
2211,2931103,0,Semi-urbanized
2212,2931202,0,Semi-urbanized
2213,2931301,0,Semi-urbanized
2214,2931350,3,Urbanized with informal settlements
2215,2931400,0,Semi-urbanized
2216,2931509,0,Semi-urbanized
2217,2931608,0,Semi-urbanized
2218,2931707,0,Semi-urbanized
2219,2931806,0,Semi-urbanized
2220,2931905,0,Semi-urbanized
2221,2932002,0,Semi-urbanized
2222,2932101,0,Semi-urbanized
2223,2932200,0,Semi-urbanized
2224,2932309,0,Semi-urbanized
2225,2932408,0,Semi-urbanized
2226,2932457,0,Semi-urbanized
2227,2932507,0,Semi-urbanized
2228,2932606,0,Semi-urbanized
2229,2932705,0,Semi-urbanized
2230,2932804,0,Semi-urbanized
2231,2932903,0,Semi-urbanized
2232,2933000,0,Semi-urbanized
2233,2933059,0,Semi-urbanized
2234,2933109,0,Semi-urbanized
2235,2933158,0,Semi-urbanized
2236,2933174,0,Semi-urbanized
2237,2933208,3,Urbanized with informal settlements
2238,2933257,0,Semi-urbanized
2239,2933307,3,Urbanized with informal settlements
2240,2933406,0,Semi-urbanized
2241,2933455,0,Semi-urbanized
2242,2933505,0,Semi-urbanized
2243,2933604,0,Semi-urbanized
2244,3100104,2,Rural with high human development
2245,3100203,1,Urbanized
2246,3100302,2,Rural with high human development
2247,3100401,1,Urbanized
2248,3100500,0,Semi-urbanized
2249,3100609,0,Semi-urbanized
2250,3100708,1,Urbanized
2251,3100807,2,Rural with high human development
2252,3100906,0,Semi-urbanized
2253,3101003,0,Semi-urbanized
2254,3101102,1,Urbanized
2255,3101201,2,Rural with high human development
2256,3101300,2,Rural with high human development
2257,3101409,2,Rural with high human development
2258,3101508,3,Urbanized with informal settlements
2259,3101607,1,Urbanized
2260,3101631,1,Urbanized
2261,3101706,3,Urbanized with informal settlements
2262,3101805,1,Urbanized
2263,3101904,1,Urbanized
2264,3102001,1,Urbanized
2265,3102050,1,Urbanized
2266,3102100,2,Rural with high human development
2267,3102209,0,Semi-urbanized
2268,3102308,1,Urbanized
2269,3102407,0,Semi-urbanized
2270,3102506,0,Semi-urbanized
2271,3102605,1,Urbanized
2272,3102704,0,Semi-urbanized
2273,3102803,1,Urbanized
2274,3102852,0,Semi-urbanized
2275,3102902,1,Urbanized
2276,3103009,1,Urbanized
2277,3103108,2,Rural with high human development
2278,3103207,1,Urbanized
2279,3103306,1,Urbanized
2280,3103405,0,Semi-urbanized
2281,3103504,1,Urbanized
2282,3103603,1,Urbanized
2283,3103702,0,Semi-urbanized
2284,3103751,1,Urbanized
2285,3103801,2,Rural with high human development
2286,3103900,1,Urbanized
2287,3104007,1,Urbanized
2288,3104106,1,Urbanized
2289,3104205,1,Urbanized
2290,3104304,1,Urbanized
2291,3104403,1,Urbanized
2292,3104452,0,Semi-urbanized
2293,3104502,0,Semi-urbanized
2294,3104601,1,Urbanized
2295,3104700,0,Semi-urbanized
2296,3104809,1,Urbanized
2297,3104908,1,Urbanized
2298,3105004,2,Rural with high human development
2299,3105103,1,Urbanized
2300,3105202,0,Semi-urbanized
2301,3105301,1,Urbanized
2302,3105400,1,Urbanized
2303,3105509,1,Urbanized
2304,3105608,1,Urbanized
2305,3105707,0,Semi-urbanized
2306,3105905,1,Urbanized
2307,3106002,1,Urbanized
2308,3106101,2,Rural with high human development
2309,3106200,3,Urbanized with informal settlements
2310,3106309,1,Urbanized
2311,3106408,2,Rural with high human development
2312,3106507,0,Semi-urbanized
2313,3106606,0,Semi-urbanized
2314,3106655,0,Semi-urbanized
2315,3106705,3,Urbanized with informal settlements
2316,3106804,2,Rural with high human development
2317,3106903,1,Urbanized
2318,3107000,2,Rural with high human development
2319,3107109,1,Urbanized
2320,3107208,2,Rural with high human development
2321,3107307,1,Urbanized
2322,3107406,1,Urbanized
2323,3107505,1,Urbanized
2324,3107604,2,Rural with high human development
2325,3107703,1,Urbanized
2326,3107802,0,Semi-urbanized
2327,3107901,2,Rural with high human development
2328,3108008,1,Urbanized
2329,3108107,2,Rural with high human development
2330,3108206,1,Urbanized
2331,3108255,0,Semi-urbanized
2332,3108305,1,Urbanized
2333,3108404,1,Urbanized
2334,3108503,0,Semi-urbanized
2335,3108552,0,Semi-urbanized
2336,3108602,0,Semi-urbanized
2337,3108701,2,Rural with high human development
2338,3108800,0,Semi-urbanized
2339,3108909,1,Urbanized
2340,3109006,1,Urbanized
2341,3109105,2,Rural with high human development
2342,3109204,0,Semi-urbanized
2343,3109253,0,Semi-urbanized
2344,3109303,0,Semi-urbanized
2345,3109402,0,Semi-urbanized
2346,3109451,1,Urbanized
2347,3109501,2,Rural with high human development
2348,3109600,1,Urbanized
2349,3109709,2,Rural with high human development
2350,3109808,1,Urbanized
2351,3109907,1,Urbanized
2352,3110004,1,Urbanized
2353,3110103,2,Rural with high human development
2354,3110202,2,Rural with high human development
2355,3110301,2,Rural with high human development
2356,3110400,2,Rural with high human development
2357,3110509,1,Urbanized
2358,3110608,1,Urbanized
2359,3110707,1,Urbanized
2360,3110806,1,Urbanized
2361,3110905,1,Urbanized
2362,3111002,2,Rural with high human development
2363,3111101,1,Urbanized
2364,3111150,0,Semi-urbanized
2365,3111200,1,Urbanized
2366,3111309,1,Urbanized
2367,3111408,1,Urbanized
2368,3111507,1,Urbanized
2369,3111606,2,Rural with high human development
2370,3111705,2,Rural with high human development
2371,3111804,1,Urbanized
2372,3111903,1,Urbanized
2373,3112000,2,Rural with high human development
2374,3112059,0,Semi-urbanized
2375,3112109,0,Semi-urbanized
2376,3112208,2,Rural with high human development
2377,3112307,0,Semi-urbanized
2378,3112406,1,Urbanized
2379,3112505,1,Urbanized
2380,3112604,1,Urbanized
2381,3112653,0,Semi-urbanized
2382,3112703,0,Semi-urbanized
2383,3112802,1,Urbanized
2384,3112901,0,Semi-urbanized
2385,3113008,0,Semi-urbanized
2386,3113107,2,Rural with high human development
2387,3113206,1,Urbanized
2388,3113305,1,Urbanized
2389,3113404,3,Urbanized with informal settlements
2390,3113503,1,Urbanized
2391,3113602,1,Urbanized
2392,3113701,1,Urbanized
2393,3113800,0,Semi-urbanized
2394,3113909,1,Urbanized
2395,3114006,1,Urbanized
2396,3114105,1,Urbanized
2397,3114204,1,Urbanized
2398,3114303,1,Urbanized
2399,3114402,1,Urbanized
2400,3114501,1,Urbanized
2401,3114550,1,Urbanized
2402,3114600,1,Urbanized
2403,3114709,2,Rural with high human development
2404,3114808,2,Rural with high human development
2405,3114907,2,Rural with high human development
2406,3115003,2,Rural with high human development
2407,3115102,1,Urbanized
2408,3115201,2,Rural with high human development
2409,3115300,1,Urbanized
2410,3115359,1,Urbanized
2411,3115409,0,Semi-urbanized
2412,3115458,0,Semi-urbanized
2413,3115474,0,Semi-urbanized
2414,3115508,1,Urbanized
2415,3115607,2,Rural with high human development
2416,3115706,1,Urbanized
2417,3115805,1,Urbanized
2418,3115904,1,Urbanized
2419,3116001,2,Rural with high human development
2420,3116100,0,Semi-urbanized
2421,3116159,0,Semi-urbanized
2422,3116209,1,Urbanized
2423,3116308,2,Rural with high human development
2424,3116407,2,Rural with high human development
2425,3116506,2,Rural with high human development
2426,3116605,1,Urbanized
2427,3116704,2,Rural with high human development
2428,3116803,0,Semi-urbanized
2429,3116902,2,Rural with high human development
2430,3117009,0,Semi-urbanized
2431,3117108,2,Rural with high human development
2432,3117207,2,Rural with high human development
2433,3117306,1,Urbanized
2434,3117405,2,Rural with high human development
2435,3117504,0,Semi-urbanized
2436,3117603,1,Urbanized
2437,3117702,1,Urbanized
2438,3117801,1,Urbanized
2439,3117836,0,Semi-urbanized
2440,3117876,1,Urbanized
2441,3117900,1,Urbanized
2442,3118007,1,Urbanized
2443,3118106,0,Semi-urbanized
2444,3118205,1,Urbanized
2445,3118304,1,Urbanized
2446,3118403,1,Urbanized
2447,3118502,2,Rural with high human development
2448,3118601,3,Urbanized with informal settlements
2449,3118700,1,Urbanized
2450,3118809,0,Semi-urbanized
2451,3118908,1,Urbanized
2452,3119005,2,Rural with high human development
2453,3119104,1,Urbanized
2454,3119203,0,Semi-urbanized
2455,3119302,1,Urbanized
2456,3119401,3,Urbanized with informal settlements
2457,3119500,0,Semi-urbanized
2458,3119609,1,Urbanized
2459,3119708,1,Urbanized
2460,3119807,2,Rural with high human development
2461,3119906,2,Rural with high human development
2462,3119955,1,Urbanized
2463,3120003,0,Semi-urbanized
2464,3120102,1,Urbanized
2465,3120151,0,Semi-urbanized
2466,3120201,1,Urbanized
2467,3120300,0,Semi-urbanized
2468,3120409,1,Urbanized
2469,3120508,1,Urbanized
2470,3120607,2,Rural with high human development
2471,3120706,1,Urbanized
2472,3120805,1,Urbanized
2473,3120839,1,Urbanized
2474,3120870,0,Semi-urbanized
2475,3120904,1,Urbanized
2476,3121001,0,Semi-urbanized
2477,3121100,2,Rural with high human development
2478,3121209,1,Urbanized
2479,3121258,3,Urbanized with informal settlements
2480,3121308,1,Urbanized
2481,3121407,2,Rural with high human development
2482,3121506,2,Rural with high human development
2483,3121605,3,Urbanized with informal settlements
2484,3121704,0,Semi-urbanized
2485,3121803,1,Urbanized
2486,3121902,1,Urbanized
2487,3122009,0,Semi-urbanized
2488,3122108,1,Urbanized
2489,3122207,0,Semi-urbanized
2490,3122306,1,Urbanized
2491,3122355,0,Semi-urbanized
2492,3122405,2,Rural with high human development
2493,3122454,0,Semi-urbanized
2494,3122470,2,Rural with high human development
2495,3122504,1,Urbanized
2496,3122603,0,Semi-urbanized
2497,3122702,1,Urbanized
2498,3122801,2,Rural with high human development
2499,3122900,1,Urbanized
2500,3123007,1,Urbanized
2501,3123106,0,Semi-urbanized
2502,3123205,1,Urbanized
2503,3123304,2,Rural with high human development
2504,3123403,2,Rural with high human development
2505,3123502,2,Rural with high human development
2506,3123528,0,Semi-urbanized
2507,3123601,1,Urbanized
2508,3123700,0,Semi-urbanized
2509,3123809,0,Semi-urbanized
2510,3123858,0,Semi-urbanized
2511,3123908,1,Urbanized
2512,3124005,2,Rural with high human development
2513,3124104,3,Urbanized with informal settlements
2514,3124203,1,Urbanized
2515,3124302,0,Semi-urbanized
2516,3124401,2,Rural with high human development
2517,3124500,2,Rural with high human development
2518,3124609,1,Urbanized
2519,3124708,1,Urbanized
2520,3124807,1,Urbanized
2521,3124906,1,Urbanized
2522,3125002,1,Urbanized
2523,3125101,1,Urbanized
2524,3125200,2,Rural with high human development
2525,3125309,1,Urbanized
2526,3125408,0,Semi-urbanized
2527,3125507,1,Urbanized
2528,3125606,0,Semi-urbanized
2529,3125705,1,Urbanized
2530,3125804,2,Rural with high human development
2531,3125903,0,Semi-urbanized
2532,3125952,0,Semi-urbanized
2533,3126000,1,Urbanized
2534,3126109,1,Urbanized
2535,3126208,0,Semi-urbanized
2536,3126307,1,Urbanized
2537,3126406,1,Urbanized
2538,3126505,2,Rural with high human development
2539,3126604,0,Semi-urbanized
2540,3126703,0,Semi-urbanized
2541,3126752,0,Semi-urbanized
2542,3126802,0,Semi-urbanized
2543,3126901,1,Urbanized
2544,3126950,0,Semi-urbanized
2545,3127008,1,Urbanized
2546,3127057,0,Semi-urbanized
2547,3127073,0,Semi-urbanized
2548,3127107,1,Urbanized
2549,3127206,1,Urbanized
2550,3127305,1,Urbanized
2551,3127339,0,Semi-urbanized
2552,3127354,0,Semi-urbanized
2553,3127370,1,Urbanized
2554,3127388,1,Urbanized
2555,3127404,2,Rural with high human development
2556,3127503,0,Semi-urbanized
2557,3127602,1,Urbanized
2558,3127701,3,Urbanized with informal settlements
2559,3127800,0,Semi-urbanized
2560,3127909,1,Urbanized
2561,3128006,1,Urbanized
2562,3128105,2,Rural with high human development
2563,3128204,2,Rural with high human development
2564,3128253,0,Semi-urbanized
2565,3128303,1,Urbanized
2566,3128402,1,Urbanized
2567,3128501,1,Urbanized
2568,3128600,2,Rural with high human development
2569,3128709,1,Urbanized
2570,3128808,1,Urbanized
2571,3128907,1,Urbanized
2572,3129004,2,Rural with high human development
2573,3129103,2,Rural with high human development
2574,3129202,2,Rural with high human development
2575,3129301,1,Urbanized
2576,3129400,1,Urbanized
2577,3129509,1,Urbanized
2578,3129608,0,Semi-urbanized
2579,3129657,0,Semi-urbanized
2580,3129707,1,Urbanized
2581,3129806,3,Urbanized with informal settlements
2582,3129905,2,Rural with high human development
2583,3130002,1,Urbanized
2584,3130051,0,Semi-urbanized
2585,3130101,1,Urbanized
2586,3130200,1,Urbanized
2587,3130309,1,Urbanized
2588,3130408,1,Urbanized
2589,3130507,1,Urbanized
2590,3130556,0,Semi-urbanized
2591,3130606,2,Rural with high human development
2592,3130655,0,Semi-urbanized
2593,3130705,2,Rural with high human development
2594,3130804,1,Urbanized
2595,3130903,2,Rural with high human development
2596,3131000,1,Urbanized
2597,3131109,1,Urbanized
2598,3131158,1,Urbanized
2599,3131208,1,Urbanized
2600,3131307,3,Urbanized with informal settlements
2601,3131406,1,Urbanized
2602,3131505,1,Urbanized
2603,3131604,1,Urbanized
2604,3131703,3,Urbanized with informal settlements
2605,3131802,0,Semi-urbanized
2606,3131901,1,Urbanized
2607,3132008,0,Semi-urbanized
2608,3132107,0,Semi-urbanized
2609,3132206,1,Urbanized
2610,3132305,0,Semi-urbanized
2611,3132404,1,Urbanized
2612,3132503,0,Semi-urbanized
2613,3132602,1,Urbanized
2614,3132701,0,Semi-urbanized
2615,3132800,2,Rural with high human development
2616,3132909,2,Rural with high human development
2617,3133006,1,Urbanized
2618,3133105,1,Urbanized
2619,3133204,1,Urbanized
2620,3133303,0,Semi-urbanized
2621,3133402,1,Urbanized
2622,3133501,1,Urbanized
2623,3133600,1,Urbanized
2624,3133709,1,Urbanized
2625,3133758,1,Urbanized
2626,3133808,1,Urbanized
2627,3133907,2,Rural with high human development
2628,3134004,0,Semi-urbanized
2629,3134103,2,Rural with high human development
2630,3134202,1,Urbanized
2631,3134301,1,Urbanized
2632,3134400,1,Urbanized
2633,3134509,1,Urbanized
2634,3134608,1,Urbanized
2635,3134707,0,Semi-urbanized
2636,3134806,2,Rural with high human development
2637,3134905,1,Urbanized
2638,3135001,1,Urbanized
2639,3135050,0,Semi-urbanized
2640,3135076,0,Semi-urbanized
2641,3135100,3,Urbanized with informal settlements
2642,3135209,0,Semi-urbanized
2643,3135308,1,Urbanized
2644,3135357,0,Semi-urbanized
2645,3135407,1,Urbanized
2646,3135456,0,Semi-urbanized
2647,3135506,0,Semi-urbanized
2648,3135605,0,Semi-urbanized
2649,3135704,2,Rural with high human development
2650,3135803,0,Semi-urbanized
2651,3135902,1,Urbanized
2652,3136009,0,Semi-urbanized
2653,3136108,2,Rural with high human development
2654,3136207,1,Urbanized
2655,3136306,1,Urbanized
2656,3136405,0,Semi-urbanized
2657,3136504,0,Semi-urbanized
2658,3136520,0,Semi-urbanized
2659,3136553,0,Semi-urbanized
2660,3136579,0,Semi-urbanized
2661,3136603,1,Urbanized
2662,3136652,1,Urbanized
2663,3136702,3,Urbanized with informal settlements
2664,3136801,0,Semi-urbanized
2665,3136900,1,Urbanized
2666,3136959,0,Semi-urbanized
2667,3137007,0,Semi-urbanized
2668,3137106,2,Rural with high human development
2669,3137205,1,Urbanized
2670,3137304,0,Semi-urbanized
2671,3137403,1,Urbanized
2672,3137502,1,Urbanized
2673,3137536,1,Urbanized
2674,3137601,1,Urbanized
2675,3137700,0,Semi-urbanized
2676,3137809,1,Urbanized
2677,3137908,2,Rural with high human development
2678,3138005,1,Urbanized
2679,3138104,0,Semi-urbanized
2680,3138203,1,Urbanized
2681,3138302,1,Urbanized
2682,3138351,0,Semi-urbanized
2683,3138401,1,Urbanized
2684,3138500,1,Urbanized
2685,3138609,1,Urbanized
2686,3138625,1,Urbanized
2687,3138658,0,Semi-urbanized
2688,3138674,0,Semi-urbanized
2689,3138682,0,Semi-urbanized
2690,3138708,1,Urbanized
2691,3138807,1,Urbanized
2692,3138906,0,Semi-urbanized
2693,3139003,1,Urbanized
2694,3139102,1,Urbanized
2695,3139201,0,Semi-urbanized
2696,3139250,2,Rural with high human development
2697,3139300,0,Semi-urbanized
2698,3139409,3,Urbanized with informal settlements
2699,3139508,1,Urbanized
2700,3139607,1,Urbanized
2701,3139706,1,Urbanized
2702,3139805,1,Urbanized
2703,3139904,1,Urbanized
2704,3140001,1,Urbanized
2705,3140100,0,Semi-urbanized
2706,3140159,1,Urbanized
2707,3140209,1,Urbanized
2708,3140308,1,Urbanized
2709,3140407,2,Rural with high human development
2710,3140506,1,Urbanized
2711,3140530,0,Semi-urbanized
2712,3140555,0,Semi-urbanized
2713,3140605,0,Semi-urbanized
2714,3140704,1,Urbanized
2715,3140803,1,Urbanized
2716,3140852,0,Semi-urbanized
2717,3140902,0,Semi-urbanized
2718,3141009,1,Urbanized
2719,3141108,1,Urbanized
2720,3141207,2,Rural with high human development
2721,3141306,2,Rural with high human development
2722,3141405,0,Semi-urbanized
2723,3141504,2,Rural with high human development
2724,3141603,1,Urbanized
2725,3141702,2,Rural with high human development
2726,3141801,0,Semi-urbanized
2727,3141900,1,Urbanized
2728,3142007,0,Semi-urbanized
2729,3142106,1,Urbanized
2730,3142205,1,Urbanized
2731,3142254,0,Semi-urbanized
2732,3142304,1,Urbanized
2733,3142403,1,Urbanized
2734,3142502,1,Urbanized
2735,3142601,1,Urbanized
2736,3142700,0,Semi-urbanized
2737,3142809,1,Urbanized
2738,3142908,0,Semi-urbanized
2739,3143005,2,Rural with high human development
2740,3143104,1,Urbanized
2741,3143153,0,Semi-urbanized
2742,3143203,1,Urbanized
2743,3143302,3,Urbanized with informal settlements
2744,3143401,1,Urbanized
2745,3143450,0,Semi-urbanized
2746,3143500,1,Urbanized
2747,3143609,0,Semi-urbanized
2748,3143708,0,Semi-urbanized
2749,3143807,2,Rural with high human development
